Date,Open,High,Low,Close,Volume
,JNJ,JNJ,JNJ,JNJ,JNJ
2021-01-04,138.29352418858016,138.41665448813725,135.55826007252256,137.64268493652344,11765900
2021-01-05,137.42282188345925,139.63037726292404,136.38501117429013,139.260986328125,9602300
2021-01-06,138.29350938355978,140.92322337547557,137.8361625683678,140.57142639160156,8230100
2021-01-07,139.84143741850625,141.62683331318982,139.2697639543702,141.04635620117188,7747200
2021-01-08,141.16948762233153,141.68840630431404,140.6154080293191,140.75611877441406,8228900
2021-01-11,141.21348442825072,141.88191759239697,139.6391745572896,140.1668701171875,7066200
2021-01-12,139.97336508342673,140.421921702074,138.3726712499791,139.07627868652344,6903200
2021-01-13,139.1642479726452,139.36654404040794,137.86258268801512,138.86521911621094,6643100
2021-01-14,141.11671930147858,142.4359781545685,140.37793756459504,141.29261779785156,10030800
2021-01-15,140.9848175048828,141.96106972260856,139.93820319522584,140.9848175048828,7630800
2021-01-19,142.4799715034285,143.39465183535415,141.68842147426582,143.16598510742188,9057600
2021-01-20,143.53538169309604,144.36211951014687,142.30407861676315,142.81419372558594,6839900
2021-01-21,141.8819054378103,142.90212213429282,140.77371935858562,142.24249267578125,6818000
2021-01-22,142.79657130899204,145.25919038969337,142.36560860830616,143.8431854248047,8137000
2021-01-25,145.1272554493142,146.07712337755478,143.93993060415912,145.98037719726562,9924400
2021-01-26,149.25215781572737,152.7262036524547,148.97951311702514,149.93817138671875,14205700
2021-01-27,148.74205286800586,150.32516637804122,147.27327943431095,147.65147399902344,14207300
2021-01-28,147.93285976406082,150.27234820554875,147.58106284331944,148.77719116210938,8944400
2021-01-29,144.46764855729722,145.997993805566,141.20468886165145,143.47381591796875,22505900
2021-02-01,145.39109225610142,145.39109225610142,143.00763920742023,143.10438537597656,9971400
2021-02-02,143.69369509887787,143.93995570616087,141.75877115565908,141.82034301757812,11443300
2021-02-03,141.54769033325888,142.05780539681956,140.3427714711734,141.16070556640625,8601900
2021-02-04,141.60050590716412,142.559164496495,140.5099133285325,142.47122192382812,7758100
2021-02-05,144.9953357286607,145.5054507347608,144.11582987404557,144.63473510742188,9495300
2021-02-08,145.14484187845136,145.9276015078397,144.13341557110687,145.048095703125,6035300
2021-02-09,145.29439572442863,146.5169085882731,145.09211309204784,146.2354736328125,5544200
2021-02-10,147.6602408806378,147.7042188584457,145.73412086632578,146.7103729248047,5921300
2021-02-11,146.87745775301968,147.21167422679954,145.64615509202946,146.05072021484375,4871300
2021-02-12,144.59075741289837,146.74555749706718,144.2389604384433,146.50808715820312,4413100
2021-02-16,146.50810286510688,146.92147173551507,144.80185917366805,145.1800537109375,5656100
2021-02-17,145.0920829007353,146.07712517017183,144.55558378894696,145.69894409179688,6676700
2021-02-18,145.08330407536886,146.13870850702193,144.50282694089125,145.76931762695312,5189100
2021-02-19,145.64620334268,145.96282604899787,143.28032998438763,143.34188842773438,8190900
2021-02-22,143.25338745117188,143.84632938100893,141.85510104043976,143.25338745117188,6447100
2021-02-23,142.9082533844759,144.4215929882669,141.9524620826946,141.9878692626953,7042800
2021-02-24,143.7223984128926,145.4835337151185,142.41261674049716,143.8905487060547,10286100
2021-02-25,144.36845592347507,144.87289331642327,143.3595676336998,144.04100036621094,9719700
2021-02-26,143.36844042298216,143.73128971683607,139.80193030017776,140.23558044433594,14417500
2021-03-01,142.8816629819679,142.95246381738917,140.79308560061563,140.99664306640625,10551400
2021-03-02,141.40374313395364,142.28873339690435,140.35946110553408,140.7311553955078,7610900
2021-03-03,140.04970290194387,140.62494114580304,138.11157215140057,138.253173828125,8499600
2021-03-04,138.04963937119965,138.14698884267148,134.04947950328517,135.46546936035156,11033200
2021-03-05,136.27082944455807,138.6691595714952,135.51859564377187,138.1470184326172,8331600
2021-03-08,138.94346414853337,141.0054929757892,138.04077034559052,139.29745483398438,6546700
2021-03-09,138.8461481926927,142.2622117968342,138.8461481926927,139.56298828125,7461300
2021-03-10,140.55415651023205,141.50993408677687,139.26206481709949,140.84619140625,6635600
2021-03-11,141.19130139633006,142.15595077798244,140.6426119069299,140.83731079101562,6305600
2021-03-12,140.9612576741326,141.8727966272041,140.8816117859335,141.2444610595703,5474800
2021-03-15,141.37721188001657,142.18255635920048,140.2709739153842,141.97015380859375,5524100
2021-03-16,142.0055364732804,143.08521211682194,141.81083754480264,142.8108673095703,6369100
2021-03-17,142.33298922427772,143.1294750796021,141.182499152458,142.27989196777344,6001400
2021-03-18,141.78432689850015,142.9171136018778,141.56307928449854,142.01441955566406,4801800
2021-03-19,142.2091325707391,142.92597275022715,141.12944302754738,141.63388061523438,14891500
2021-03-22,140.10283856671245,142.17371301703167,139.82849368276626,142.0409698486328,7544100
2021-03-23,141.7842897749657,142.66042145452866,140.60725115619653,141.90818786621094,7178300
2021-03-24,141.68698767851419,143.79325593384436,141.43919141318122,143.288818359375,6370100
2021-03-25,143.75783497358347,143.76668001570837,142.1648496388296,143.34188842773438,6269800
2021-03-26,143.44810186680758,146.11193182075107,142.81976619604663,145.9614715576172,7619200
2021-03-29,144.98796557832958,147.81993189827716,144.81097021531048,146.94378662109375,8535100
2021-03-30,146.04108510689278,146.60747828900472,145.34193529379726,146.0322265625,7236300
2021-03-31,145.98801053410617,146.36854989350633,144.87291407768927,145.4481658935547,8281500
2021-04-01,143.89942232895865,144.9968016138433,143.59851537624795,144.10296630859375,7229700
2021-04-05,144.81984136896082,145.80218134030116,143.9525544810739,144.6339874267578,7387100
2021-04-06,145.20920195214507,145.59859982306529,144.25341086094443,144.5985565185547,5074200
2021-04-07,144.74017666458732,145.38621584891533,144.53663266205027,144.79327392578125,4608000
2021-04-08,145.1384219432939,145.2357714249965,144.12068841048804,144.2268829345703,5039400
2021-04-09,143.47464929430984,144.19148940748946,141.40377485537252,142.7047119140625,8418300
2021-04-12,142.56308782687142,143.4392331076435,141.89934508492064,143.04983520507812,5022800
2021-04-13,138.81958944838925,141.5365028518987,138.52754100693843,141.1382598876953,18424100
2021-04-14,139.6779922978336,141.695768691669,139.42133760079278,141.52761840820312,7718300
2021-04-15,142.23562137496597,143.71355334019043,141.8019713297446,141.94357299804688,7524600
2021-04-16,142.78434163703346,143.8197787391859,142.0940502355985,143.58084106445312,9049400
2021-04-19,143.81091463444372,144.3507592233805,142.34182758863156,143.97906494140625,8353500
2021-04-20,142.4834622970509,148.4925415043921,142.4834622970509,147.3332061767578,14050700
2021-04-21,147.23585826978223,147.71376067958025,146.2800669540689,147.43055725097656,6333200
2021-04-22,146.76677500944618,147.15617286730614,145.6870858595178,146.18267822265625,7233000
2021-04-23,145.60745155194587,146.96148561736786,145.13840777785225,146.4835968017578,6015300
2021-04-26,146.2092326831163,146.3862280172555,144.92598612688096,145.2445831298828,6027800
2021-04-27,144.9260004401865,145.05875708181108,143.78436894394142,144.41270446777344,6217700
2021-04-28,144.1295497257299,144.43044324718957,143.05870530609835,143.3507537841797,7448000
2021-04-29,143.27991885463553,145.3684964253318,143.20027297152063,145.31539916992188,6394300
2021-04-30,145.27113452463286,145.4304397811104,143.82860969521016,144.0144500732422,9079100
2021-05-03,144.78442405519723,146.30660851010592,144.35961897205004,146.20925903320312,6594100
2021-05-04,145.8729793980416,148.54565437301508,145.73137768326146,148.474853515625,10179500
2021-05-05,148.2358554584395,149.0323412205454,147.60750648762556,147.85531616210938,7792300
2021-05-06,147.60752114573543,148.58101584398494,147.12078730049055,148.44827270507812,5529900
2021-05-07,148.94388475042743,149.7226671079168,148.52793818845714,149.12088012695312,5316200
2021-05-10,150.35986126887784,151.80239992015413,149.76691933037256,150.68731689453125,8357500
2021-05-11,151.0236071311098,151.21830610041644,148.9261841936212,149.45718383789062,8217900
2021-05-12,149.1562553918221,150.27135178368374,148.63411436915544,148.85536193847656,6758300
2021-05-13,147.76685288413083,151.0678634003921,147.76685288413083,150.41297912597656,8018600
2021-05-14,151.75813407295513,151.8731871341142,150.59879893133203,150.64305114746094,5797700
2021-05-17,150.8023478495799,152.12098831158843,150.722701960273,150.7935028076172,5722600
2021-05-18,150.43067206287523,151.66080824129335,150.03242906339418,150.84661865234375,5846000
2021-05-19,150.36868780826467,150.58993535780166,148.71374695509027,150.51913452148438,5533800
