Date,Open,High,Low,Close,Volume,daily_return,log_return,close_lag_1,close_lag_3,close_lag_7,sma_10,ema_10,macd,rsi_14,roc_5,bb_mavg,bb_high,bb_low,atr,obv,volume_change,future_return,target
2021-02-22,470.4800109863281,472.1000061035156,466.6600036621094,467.3299865722656,2510500.0,-0.02460763204432359,-0.02491546026450174,479.1199951171875,491.2300109863281,492.6700134277344,490.56300048828126,485.0260114175119,-2.1960057342999164,39.18483637847282,-6.316656642800873,482.90700073242186,508.8731079140407,456.940893550803,11.21904364790449,7244000.0,-0.0772595287977359,0.0047932313703709095,1
2021-02-23,461.0199890136719,471.4400024414063,450.1199951171875,467.7999877929688,4164300.0,0.0010057159484897493,0.0010052105550316826,467.3299865722656,488.3699951171875,496.6199951171875,487.9669982910156,481.8940071221404,-2.9780558700880877,39.576237591778984,-6.745878691352935,482.625,509.1134914854945,456.1365085145055,11.940541053355513,11408300.0,0.6587532364070903,-0.002586557260907174,0
2021-02-24,463.489990234375,477.3500061035156,460.2900085449219,476.6199951171875,3390600.0,0.018854227350091568,0.018678689395025556,467.7999877929688,479.1199951171875,498.8399963378906,486.0239990234375,480.9350958485126,-2.780461754177614,46.53078312135803,-2.974170051175324,482.64199981689455,509.1146127183894,456.1693869153997,12.306216518015388,14798900.0,-0.18579353072545202,-0.05910365322216493,0
2021-02-25,471.239990234375,476.30999755859375,456.010009765625,459.1600036621094,3252500.0,-0.03663293951984792,-0.037320776277584816,476.6199951171875,467.3299865722656,501.6400146484375,482.672998046875,476.97598817825747,-3.6499947026887574,37.36303111763881,-5.981119181588746,482.6,509.21843300111664,455.9815669988834,12.899342863268753,11546400.0,-0.040730254232289265,-0.04377560315185247,0
2021-02-26,462.7999877929688,467.3200073242188,456.010009765625,459.6700134277344,3154500.0,0.0011107451902545584,0.0011101287692312871,459.1600036621094,467.7999877929688,491.2300109863281,478.9779998779297,473.82944731452596,-3.987677294545278,37.74885489451549,-4.0595220169627595,482.3,509.79568953869625,454.80431046130377,12.785818198649114,14700900.0,-0.030130668716372044,-0.040985981911196845,0
2021-03-01,465.6799926757813,470.5,462.6499938964844,469.5700073242188,2358600.0,0.02153717581588732,0.021308527971993278,459.6700134277344,476.6199951171875,488.3699951171875,476.0510009765625,473.05500367992465,-3.365968933350359,44.85023905749886,0.4793231370370871,482.84000091552736,508.85009123745886,456.82991059359586,12.646115939621723,17059500.0,-0.2523062291963861,-0.10300912401287587,0
2021-03-02,473.0299987792969,473.7999877929688,463.4599914550781,466.5899963378906,2211000.0,-0.006346254956336228,-0.006366478038280529,469.5700073242188,459.1600036621094,479.1199951171875,472.54599914550784,471.8795477995548,-2.9898239864089184,43.25083646584685,-0.2586557260907155,482.66950073242185,509.0560109669673,456.2829904978764,12.481393110926648,14848500.0,-0.06257949631137116,-0.058745373619754626,0
2021-03-03,463.2200012207031,464.6799926757813,448.0899963378906,448.4500122070313,2808100.0,-0.03887778193539082,-0.03965370009140427,466.5899963378906,459.6700134277344,467.3299865722656,468.2679992675782,467.61963223727776,-3.7479712258146805,35.055712114414675,-5.910365322216493,480.8455017089844,511.11285618258245,450.5781472353863,12.911293603003315,12040400.0,0.27005879692446855,-0.025510095060773286,0
2021-03-04,446.4500122070313,457.5299987792969,437.6300048828125,439.05999755859375,4486400.0,-0.020938821257301177,-0.021161147349260608,448.4500122070313,469.5700073242188,467.7999877929688,463.33699951171883,462.42697138660793,-4.6103825062586905,31.706634353186004,-4.377560315185247,478.70250091552737,514.011390639804,443.3936111912508,13.410486481109105,7554000.0,0.5976639008582316,0.02733111662808363,1
2021-03-05,444.8800048828125,444.9500122070313,423.7099914550781,440.8299865722656,4615000.0,0.004031314680257747,0.0040232107037174395,439.05999755859375,466.5899963378906,476.6199951171875,459.50799865722666,458.5002468749093,-4.770222087078755,33.00588246065608,-4.098598191119689,476.275,514.839365690666,437.71063430933395,13.969738929026539,12169000.0,0.028664407988587826,0.007871518105391662,1
2021-03-08,439.760009765625,440.989990234375,420.7799987792969,421.2000122070313,3885100.0,-0.04452958048037947,-0.045551473897588395,440.8299865722656,448.4500122070313,459.1600036621094,454.8950012207032,451.7183860262042,-5.836147650273362,26.89482755422651,-10.30091240128759,472.7290008544922,517.375971002421,428.08203070656344,14.415471252315937,8283900.0,-0.1581581798483207,0.06265428149581331,1
2021-03-09,437.8399963378906,442.75,436.0,439.1799926757813,3926400.0,0.04268751174658636,0.04180152589943786,421.2000122070313,439.05999755859375,459.6700134277344,452.0330017089844,449.43867814430905,-5.000631559217721,38.18439115846978,-5.87453736197546,470.0,515.8280338169311,424.1719661830689,14.925079576648276,12210300.0,0.010630357004967728,0.025866423923202042,1
2021-03-10,445.7300109863281,448.4599914550781,436.8200073242188,437.010009765625,2747300.0,-0.0049409876277271,-0.004953234665391369,439.1799926757813,440.8299865722656,469.5700073242188,448.07200317382814,447.17892025727554,-4.291653948448365,37.43305192615696,-2.551009506077328,467.0480010986328,513.3869589181734,420.70904327909227,14.690429901949065,9463000.0,-0.3003005297473512,0.032035879469919815,1
2021-03-11,448.1400146484375,454.0700073242188,447.30999755859375,451.05999755859375,2762200.0,0.03215026539209931,0.03164426245994248,437.010009765625,421.2000122070313,466.5899963378906,447.2620025634766,447.88457067569703,-2.654251798625962,44.98158539501294,2.733111662808354,464.9675003051758,510.24233686894036,419.69266374141125,14.859684734566546,12225200.0,0.0054235067156844785,-0.02633797044099262,0
2021-03-12,443.4500122070313,445.8900146484375,438.6000061035156,444.2999877929688,2183100.0,-0.014986941431769929,-0.015100380468251916,451.05999755859375,439.1799926757813,448.4500122070313,445.725,447.2328283333828,-1.8427623121615717,42.3350726894427,0.7871518105391729,462.3514999389648,506.026322472492,418.67667740543766,14.688278071745945,10042100.0,-0.2096517268843675,-0.00630202086405085,0
2021-03-15,444.3999938964844,447.7900085449219,437.7699890136719,447.5899963378906,2508400.0,0.0074049260304163145,0.007377644163017005,444.2999877929688,437.010009765625,439.05999755859375,443.52699890136716,447.29776797056604,-0.9459097843402802,44.06009738560772,6.265428149581326,459.7889999389648,500.5139655271285,419.06403435080114,14.354831033139092,12550500.0,0.14900829096239288,0.010768800383510024,1
2021-03-16,452.010009765625,457.4100036621094,449.6700134277344,450.5400085449219,2618800.0,0.006590880562943324,0.006569255675673581,447.5899963378906,451.05999755859375,440.8299865722656,441.9220001220703,447.88726625681255,-0.06210969969468394,45.630638364115384,2.5866423923202135,457.23399963378904,493.27866633828563,421.18933292929245,14.030915053930496,15169300.0,0.04401211927922177,0.02144094526323581,1
2021-03-17,445.4400024414063,453.9400024414063,441.0199890136719,451.010009765625,2502700.0,0.0010431953029454988,0.001042651552850962,450.5400085449219,444.2999877929688,421.2000122070313,442.17799987792966,448.45503780386935,0.6090521587681597,45.89128650454984,3.2035879469919717,455.2229995727539,487.7751633296491,422.6708358158587,13.951564937773634,17672000.0,-0.0443332824194288,0.0011086228446677282,1
2021-03-18,443.1600036621094,446.8599853515625,438.5,439.1799926757813,2931200.0,-0.02623005439722137,-0.02658019871784076,451.010009765625,447.5899963378906,439.1799926757813,442.18999938964845,446.7686659623988,0.32540649632167806,40.61360683843301,-2.6337970440992615,452.7634994506836,482.2113814320518,423.3156174693154,13.84859671119159,14740800.0,0.17121508770527827,0.02689101907088065,1
2021-03-19,439.1799926757813,444.5,438.1400146484375,441.5,3923800.0,0.005282588831252655,0.005268684903200972,439.1799926757813,450.5400085449219,437.010009765625,442.2570007324219,445.81072669650814,0.360454985632785,42.02181253068909,-0.6302020864050805,450.8824996948242,478.0756132361943,423.68938615345417,13.313695899789511,18664600.0,0.3386326419213974,0.062491497934067164,1
2021-03-22,444.8599853515625,457.8200073242188,444.8599853515625,452.4100036621094,2944300.0,0.02471122007272797,0.02441083638077209,441.5,451.010009765625,451.05999755859375,445.3779998779297,447.0105952357083,1.1407894440709363,48.23782512570885,1.0768800383510075,450.1365005493164,476.2822851795535,423.99071591907926,13.528432430105891,21608900.0,-0.24963046026810742,0.037377607756744036,1
