Date,Open,High,Low,Close,Volume,daily_return,log_return,close_lag_1,close_lag_3,close_lag_7,sma_10,ema_10,macd,rsi_14,roc_5,bb_mavg,bb_high,bb_low,atr,obv,volume_change,future_return,target
2021-02-22,178.75995821829224,190.83859804638644,178.55339504968998,188.6156463623047,18799600.0,0.04416010260904124,0.04321283269227573,180.6386260986328,183.3828887939453,186.52056884765625,184.683203125,182.66968107323598,0.26321681592271684,64.88595861861447,2.179365316722914,177.43700103759767,194.19205827498854,160.6819438002068,5.205049113065592,51916900.0,1.1279755503990039,0.01679176999809484,1
2021-02-23,190.41562153061895,195.67790138321763,185.56646797279876,193.8582305908203,23191400.0,0.02779506541278831,0.027415794448284944,188.6156463623047,179.99928283691406,187.7795867919922,185.38057556152344,184.70396280370585,0.7698574108747254,69.59007445010931,5.763337969939177,178.67633972167968,196.4111357968484,160.94154364651095,5.555505134305112,75108300.0,0.23361135343305173,-0.015982519215537172,0
2021-02-24,194.34022169725264,197.31070602966275,192.1271156401289,194.2713623046875,16205900.0,0.0021311022627623633,0.0021288346853898825,193.8582305908203,180.6386260986328,184.5926971435547,186.29532470703126,186.4434899857025,1.0437134511726103,69.93192059008643,5.937562431452813,180.0509246826172,198.142354129908,161.9594952353264,5.52893979539288,91314200.0,-0.3012107936562691,-0.026580990165702145,0
2021-02-25,194.48775249668637,194.71399191785207,187.25828184908747,187.8484344482422,12712000.0,-0.033061629775220536,-0.03362051852287383,194.2713623046875,188.6156463623047,183.2943572998047,186.42811126708983,186.698934433437,0.718668470669015,58.8548102889554,4.360657157973093,181.42550888061524,197.37323677039288,165.4777809908376,5.666566243490861,78602200.0,-0.21559432058694672,-0.015446637047771605,0
2021-02-26,186.95335582234225,188.46809724230383,182.4091015452877,185.9402313232422,15844000.0,-0.010158206165544414,-0.010210152831174938,187.8484344482422,193.8582305908203,183.3828887939453,186.24417572021486,186.56098841340156,0.32176452228160235,56.015981401506615,2.9349233544959414,182.2694404602051,197.26892167320983,167.26995924720035,5.694596918742664,62758200.0,0.2463813719320327,0.005025530169224357,1
2021-03-01,190.0615323086988,193.67135216577415,188.25170706854823,191.7828369140625,10709900.0,0.03142195505104772,0.030938389058394484,185.9402313232422,194.2713623046875,179.99928283691406,186.96318969726562,187.5104154135217,0.3945322642999636,62.05154704858906,1.679176999809483,183.58795928955078,196.9782488914349,170.19766968766666,5.840062913299042,73468100.0,-0.32404064630143903,0.035542157171636335,1
2021-03-02,192.8844728805165,194.71397428856707,190.3172695338744,190.7598876953125,8371400.0,-0.00533389345579649,-0.00534816945255459,191.7828369140625,187.8484344482422,180.6386260986328,187.7097427368164,188.1012285556655,0.3188236299374765,60.486548062545324,-1.5982519215537123,184.71762619018554,196.41884847485636,173.01640390551472,5.7369659019700165,65096700.0,-0.2183493776785964,0.002939134385568698,1
2021-03-03,191.438585583736,193.5828321231416,189.0582690089249,189.10743713378903,8750300.0,-0.008662463484790939,-0.00870020071121715,190.7598876953125,185.9402313232422,188.6156463623047,188.28219757080078,188.28417556986977,0.11312168243087495,57.94422527111252,-2.658099016570219,185.4700813293457,196.23037108052102,174.70979157817038,5.6503657028447805,56346400.0,0.0452612466254152,0.01456370334239887,1
2021-03-04,186.78614004175347,189.3238367179632,181.10091783990643,184.94680786132807,12542600.0,-0.022001404786197942,-0.022247045335056784,189.10743713378903,191.7828369140625,193.8582305908203,188.77695007324218,187.677381441044,-0.3235982523365104,52.01600768293994,-1.5446637047771636,186.04057083129882,195.31727091988415,176.7638707427135,5.834119501074207,43803800.0,0.43339085517067977,0.04637555634282409,1
2021-03-05,186.04844190333117,187.44517092387963,180.3337127036565,186.8746795654297,10266400.0,0.010423925270162782,0.010369970782275651,184.94680786132807,190.7598876953125,194.2713623046875,189.4005554199219,187.53143564547776,-0.4929307509807481,54.34672552021837,0.5025530169224307,186.52056961059571,194.88158823062065,178.15955099057078,5.925357981013417,54070200.0,-0.18147752459617628,0.037738734625952564,1
2021-03-08,194.0746344990042,199.6910121772389,190.61234900376505,198.5992126464844,25093200.0,0.06274008393389452,0.06085055764056198,186.8746795654297,189.10743713378903,187.8484344482422,190.39891204833984,189.54375873656986,0.14053023575017898,65.3649429614756,3.554215717163631,187.54105758666992,196.5431835947598,178.53893157858005,6.417570454641688,79163400.0,1.4442063430218965,-0.0255064808621297,0
2021-03-09,196.9074278063993,198.3926624870367,191.18285286234465,191.320556640625,23331000.0,-0.036649974130641416,-0.03733845880182735,198.5992126464844,184.94680786132807,185.9402313232422,190.1451446533203,189.8668129009435,0.030900125305028503,56.28339260351432,0.29391343855686136,187.7628601074219,196.90683068450173,178.61888953034205,6.488912549605836,55832400.0,-0.07022619673855868,-0.0013880576635713071,0
2021-03-10,194.0746478402041,195.5402212776571,191.4877679164016,191.86154174804688,13662100.0,0.002827637118148596,0.0028236468725206117,191.320556640625,186.8746795654297,191.7828369140625,189.90416259765624,190.2294908731441,-0.03977729713234002,56.76420686133331,1.4563703342398835,188.09974365234376,197.32607668344636,178.87341062124116,6.326823412993427,69494500.0,-0.41442287085851437,0.0009227890481806611,1
2021-03-11,194.14349343423203,195.78610803817992,192.19594940538204,193.52381896972656,11933900.0,0.008663941749527782,0.008626625190302092,191.86154174804688,198.5992126464844,190.7598876953125,190.4717010498047,190.82845961797727,-0.010685998397009122,58.28248771716873,4.637555634282417,188.44990615844728,197.93779981695067,178.96201249994388,6.1552336185034005,81428400.0,-0.12649592668769805,-0.022719156853424183,0
2021-03-12,193.3074190609973,195.15659676402404,191.97954953874557,193.92709350585935,13249100.0,0.002083849617477096,0.002081681414479801,193.52381896972656,191.320556640625,189.10743713378903,191.2703872680664,191.39184759759218,-0.0009088666025727221,58.66175272432938,3.77387346259525,188.7572814941406,198.5323650397795,178.98219794850172,5.942506018987333,94677500.0,0.11020705720678059,-0.030533536084000668,0
2021-03-15,195.2844570884697,195.2844570884697,191.6156235273393,193.5336456298828,10311400.0,-0.0020288442881480906,-0.0020309051806793516,193.92709350585935,191.86154174804688,184.94680786132807,191.44546813964843,191.781265421645,-0.054592905434879935,58.106715908946754,-2.5506480862129752,189.20432891845704,198.99446839829494,179.41418943861913,5.7801008434261245,84366100.0,-0.22172826833520765,-0.01982107193319549,0
2021-03-16,192.88449428687017,193.3664500014102,189.7172924116669,191.05499267578125,9680700.0,-0.012807349058270634,-0.012890070204621094,193.5336456298828,193.52381896972656,186.8746795654297,191.4749786376953,191.64921583148794,-0.27818745893676455,54.601729358745516,-0.13880576635713185,189.59236068725585,199.02337308159463,180.16134829291707,5.639833155911108,74685400.0,-0.06116531217875365,-0.02836710864485048,0
2021-03-17,190.26810168103603,192.97300900640343,188.63531765711733,192.03858947753903,14418700.0,0.005148239195334359,0.005135032320634714,191.05499267578125,193.92709350585935,198.5992126464844,191.76809387207032,191.72001103986085,-0.37497069889015666,55.74258869402505,0.09227890481806857,190.02514572143554,199.0628490834104,180.98744235946066,5.5468230268664644,89104100.0,0.48942741743882157,-0.053882418581915226,0
2021-03-18,191.75333831044668,191.8812114608247,188.59598213145347,189.1271209716797,9644500.0,-0.015160851336079362,-0.015276951993895085,192.03858947753903,193.5336456298828,191.320556640625,192.18612518310547,191.24857648200972,-0.6349168611674636,51.60837741210002,-2.2719156853424134,190.48153762817384,198.28567833316484,182.67739692318284,5.396521906810686,79459600.0,-0.3311116813582362,-0.027928051128572995,0
2021-03-19,187.78941981071264,190.81891783300927,186.648437112331,188.0058135986328,28354600.0,-0.005928855508855246,-0.005946500952101598,189.1271209716797,191.05499267578125,191.86154174804688,192.2992385864258,190.65898323048663,-0.8678125694887133,50.06822054891723,-3.05335360840007,190.84989700317382,197.3469053951271,184.35288861122055,5.3089475363726555,51105000.0,1.9399761522111048,-0.027309871830946908,0
2021-03-22,190.09103636173248,193.11070360009725,188.85170246738085,189.69760131835935,8838500.0,0.008998592582558418,0.008958346506830516,188.0058135986328,192.03858947753903,193.52381896972656,191.40907745361326,190.48418651919076,-0.8900417221485277,52.37743064338249,-1.9821071933195458,190.90399475097655,197.34345075778685,184.46453874416625,5.294371998164926,59943500.0,-0.6882869093550958,-0.041532584160484776,0
2021-03-23,188.44841898450545,189.18612093627704,184.8877823667015,185.63531494140625,10701200.0,-0.021414537393836475,-0.021647155534651366,189.69760131835935,189.1271209716797,193.92709350585935,190.84055328369138,189.6025735050481,-1.1442468512569492,46.78267864631489,-2.8367108644850485,190.49284896850585,197.17092696696787,183.81477097004384,5.259761066271564,49242300.0,0.2107484301634892,-0.016955322939822604,0
2021-03-24,186.9435204541808,187.3763080289547,181.61239580105396,181.6910858154297,13549100.0,-0.02124719171684286,-0.02147616242641839,185.63531494140625,188.0058135986328,193.5336456298828,189.82350769042966,188.16412119784474,-1.520382067374542,42.082499033112896,-5.388241858191527,189.86383514404298,197.3239200297738,182.40375025831216,5.29577186353079,35693200.0,0.2661290322580645,-0.001082780514519377,0
